log_id,employee_id,clock_in,clock_out,department,pay_rate,log_date
LOG0000988,EMP00589,2024-01-09 08:57:19,2024-01-09 17:58:34,Infrastructure,72.28,2024-01-09
LOG0001349,EMP00662,2024-01-07 07:20:08,2024-01-07 17:04:56,Finance,29.6,2024-01-07
LOG0004385,EMP00580,2024-06-15 10:54:31,2024-06-15 15:27:00,HR,39.24,2024-06-15
LOG0002178,EMP00847,2024-09-09 09:34:09,2024-09-09 22:08:21,Rail,64.8,2024-09-09
LOG0002403,EMP00123,2024-11-06 22:24:15,2024-11-07 10:40:16,Customer Service,54.02,2024-11-06
LOG0002647,EMP00846,2024-09-30 10:30:41,2024-09-30 19:57:30,Legal,50.3,2024-09-30
LOG0003960,EMP00840,2024-12-19 14:37:41,2024-12-20 00:26:08,Finance,36.06,2024-12-19
LOG0001629,EMP00255,2024-08-20 10:56:23,2024-08-20 17:10:41,Operations,42.32,2024-08-20
LOG0002885,EMP00580,2024-06-26 22:56:07,2024-06-27 03:56:52,HR,39.24,2024-06-26
LOG0002675,EMP00912,2024-08-16 07:03:44,2024-08-16 12:47:44,Operations,63.89,2024-08-16
LOG0004765,EMP00540,2024-06-29 10:29:58,,Maintenance,51.8,2024-06-29
LOG0004259,EMP00232,2024-06-23 07:25:50,2024-06-23 11:27:54,Engineering,79.25,2024-06-23
LOG0002521,EMP00082,2024-07-01 07:00:40,2024-07-01 18:39:14,Maintenance,43.94,2024-07-01
LOG0004262,EMP00963,2024-04-28 07:49:23,2024-04-28 17:16:31,HR,57.58,2024-04-28
LOG0005093,EMP00552,2024-09-23 22:46:17,2024-09-24 08:33:15,Operations,37.91,2024-09-23
LOG0000046,EMP00213,2024-04-30 14:16:47,2024-05-01 01:17:12,Legal,25.18,2024-04-30
LOG0000426,EMP00548,2024-03-27 06:34:20,2024-03-27 10:56:45,Operations,81.21,2024-03-27
LOG0005165,EMP00662,2024-11-24 08:07:56,2024-11-24 12:25:54,Finance,29.6,2024-11-24
LOG0000196,EMP00851,2024-03-25 10:38:24,2024-03-25 16:30:49,Maintenance,77.52,2024-03-25
LOG0000745,EMP00008,2024-01-07 22:32:46,2024-01-08 09:47:58,Maintenance,42.37,2024-01-07
LOG0002399,EMP00991,2024-02-13 09:28:57,2024-02-13 21:13:04,Infrastructure,71.99,2024-02-13
LOG0000003,EMP00835,2024-05-26 14:38:03,2024-05-27 04:05:28,IT,38.14,2024-05-26
LOG0002940,EMP00999,2024-06-29 08:06:14,2024-06-29 21:20:00,Infrastructure,64.02,2024-06-29
LOG0002937,EMP00357,2024-10-27 08:48:05,2024-10-27 14:13:13,Legal,70.31,2024-10-27
LOG0002173,EMP00736,2024-11-16 10:32:29,2024-11-17 00:09:56,Safety,67.22,2024-11-16
LOG0002629,EMP00791,2024-05-21 06:52:15,2024-05-21 10:56:02,Finance,33.01,2024-05-21
LOG0000105,EMP00491,2024-04-23 07:54:20,2024-04-23 12:07:21,Scheduling,65.27,2024-04-23
LOG0004541,EMP00516,2024-06-26 06:36:41,2024-06-26 18:46:21,IT,56.39,2024-06-26
LOG0000596,EMP00529,2024-05-12 09:52:57,2024-05-12 15:05:31,HR,82.29,2024-05-12
LOG0002117,EMP00718,2024-03-30 14:13:19,2024-03-30 23:50:18,Customer Service,81.57,2024-03-30
LOG0005172,EMP00638,2024-05-11 07:47:05,2024-05-11 16:03:53,Rail,43.95,2024-05-11
LOG0003798,EMP00336,2024-01-07 06:58:03,,Procurement,58.71,2024-01-07
LOG0001152,EMP00379,2024-01-11 06:01:49,2024-01-11 17:50:54,Customer Service,37.49,2024-01-11
LOG0004287,EMP00553,2024-08-24 07:32:36,2024-08-24 19:26:44,Engineering,78.7,2024-08-24
LOG0003985,EMP00477,2024-01-06 14:58:11,2024-01-06 22:01:33,Safety,63.24,2024-01-06
LOG0003779,EMP00995,2024-12-26 06:29:01,2024-12-26 14:06:07,Engineering,55.4,2024-12-26
LOG0003502,EMP00564,2024-01-16 10:46:41,2024-01-16 20:37:46,IT,37.14,2024-01-16
LOG0001611,EMP00418,2024-12-14 14:59:44,2024-12-14 22:58:39,Rail,83.34,2024-12-14
LOG0001434,EMP00279,2024-04-01 06:48:27,2024-04-01 17:32:14,Finance,65.23,2024-04-01
LOG0001335,EMP00644,2024-03-25 09:00:42,2024-03-25 14:29:11,Finance,61.37,2024-03-25
LOG0001589,EMP00730,2024-02-29 14:35:04,2024-02-29 21:58:04,Operations,30.61,2024-02-29
LOG0003675,EMP00377,2024-09-07 10:31:05,,Operations,67.42,2024-09-07
LOG0003500,EMP00217,2024-10-29 22:46:55,2024-10-30 04:02:08,Customer Service,63.93,2024-10-29
LOG0004907,EMP00182,2024-08-16 10:17:31,2024-08-16 19:03:29,Safety,79.42,2024-08-16
LOG0003592,EMP00274,2024-01-20 07:33:35,2024-01-20 19:52:03,Customer Service,52.24,2024-01-20
LOG0004566,EMP00017,2024-05-07 07:54:00,2024-05-07 14:26:32,Scheduling,40.06,2024-05-07
LOG0001585,EMP00302,2024-09-16 07:52:52,2024-09-16 16:19:55,Maintenance,28.24,2024-09-16
LOG0004395,EMP00669,2024-03-09 22:54:04,2024-03-10 09:36:52,HR,43.97,2024-03-09
LOG0001177,EMP00023,2024-05-23 22:43:17,2024-05-24 03:34:36,Procurement,21.63,2024-05-23
LOG0002255,EMP00636,2024-11-26 06:52:36,2024-11-26 19:25:42,Infrastructure,27.29,2024-11-26
LOG0000879,EMP00454,2024-11-06 06:27:11,2024-11-06 12:58:32,Infrastructure,82.48,2024-11-06
LOG0002835,EMP00482,2024-02-27 22:50:54,2024-02-28 07:27:38,HR,84.52,2024-02-27
LOG0001748,EMP00925,2024-12-21 10:17:17,2024-12-21 14:30:49,Procurement,68.11,2024-12-21
LOG0000210,EMP00127,2024-06-08 10:57:21,2024-06-08 09:53:52,Finance,74.02,2024-06-08
LOG0004606,EMP00934,2024-11-09 22:50:46,2024-11-10 09:22:51,Scheduling,75.12,2024-11-09
LOG0003686,EMP00764,2024-11-27 22:26:04,2024-11-28 03:41:04,Engineering,48.97,2024-11-27
LOG0003718,EMP00230,2024-07-10 06:55:33,2024-07-10 13:50:20,Infrastructure,27.24,2024-07-10
LOG0004286,EMP00640,2024-06-06 09:23:18,2024-06-06 20:07:27,Safety,41.85,2024-06-06
LOG0002133,EMP00097,2024-08-20 09:49:11,2024-08-20 22:26:55,Finance,37.58,2024-08-20
LOG0005168,EMP00018,2024-04-26 08:33:53,2024-04-26 20:15:08,IT,36.3,2024-04-26
LOG0001506,EMP00173,2024-12-08 22:21:48,2024-12-08 20:37:56,Customer Service,62.47,2024-12-08
LOG0000798,EMP00041,2024-10-07 09:21:27,2024-10-07 20:08:11,Bus,22.98,2024-10-07
LOG0005033,EMP00212,2024-07-21 08:24:10,2024-07-21 20:47:40,Infrastructure,24.51,2024-07-21
LOG0002604,EMP00303,2024-03-06 06:19:11,2024-03-06 13:31:03,Procurement,68.98,2024-03-06
LOG0002490,EMP00815,2024-07-17 06:38:43,2024-07-17 10:50:10,Scheduling,47.06,2024-07-17
LOG0003221,EMP00892,2024-09-19 14:49:17,2024-09-20 01:24:29,Procurement,54.49,2024-09-19
LOG0002424,EMP00115,2024-12-20 10:24:29,2024-12-20 18:44:51,Bus,43.97,2024-12-20
LOG0003300,EMP00941,2024-05-05 22:51:00,2024-05-06 10:01:05,HR,59.49,2024-05-05
LOG0005055,EMP00848,2024-03-14 07:47:48,2024-03-14 21:43:05,IT,79.1,2024-03-14
LOG0003749,EMP00763,2024-07-16 09:22:37,2024-07-16 20:44:07,Maintenance,44.31,2024-07-16
LOG0001195,EMP00250,2024-07-14 22:41:05,2024-07-15 12:14:11,Procurement,40.68,2024-07-14
LOG0003687,EMP00267,2024-10-10 06:52:44,2024-10-10 17:21:32,HR,73.52,2024-10-10
LOG0003909,EMP00441,2024-01-05 10:49:46,2024-01-05 22:42:58,Customer Service,63.5,2024-01-05
LOG0001112,EMP00812,2024-08-15 09:03:59,2024-08-15 14:17:04,HR,60.69,2024-08-15
LOG0001702,EMP00947,2024-11-08 07:52:52,2024-11-08 14:22:19,Maintenance,74.48,2024-11-08
LOG0003239,EMP00102,2024-11-21 22:51:11,2024-11-22 12:47:44,Procurement,31.74,2024-11-21
LOG0004495,EMP00400,2024-05-20 10:12:50,2024-05-20 15:27:27,Customer Service,60.99,2024-05-20
LOG0003656,EMP00309,2024-06-14 22:56:51,2024-06-15 03:02:20,Operations,22.28,2024-06-14
LOG0000288,EMP00732,2024-01-09 06:21:03,2024-01-09 13:43:40,Maintenance,34.33,2024-01-09
LOG0002105,EMP00036,2024-11-06 22:03:32,2024-11-07 05:44:28,Legal,58.84,2024-11-06
LOG0004767,EMP00947,2024-12-12 22:17:10,,Maintenance,74.48,2024-12-12
LOG0004024,EMP00730,2024-02-22 08:25:30,2024-02-22 20:43:03,Operations,30.61,2024-02-22
LOG0000157,EMP00405,2024-09-22 10:25:47,2024-09-22 14:49:20,IT,27.2,2024-09-22
LOG0004569,EMP00541,2024-10-09 06:06:21,2024-10-09 17:23:40,Bus,74.27,2024-10-09
LOG0004831,EMP00959,2024-01-03 22:36:31,2024-01-04 04:28:25,Scheduling,32.25,2024-01-03
LOG0000533,EMP00550,2024-11-04 22:53:45,2024-11-05 09:27:55,Engineering,52.58,2024-11-04
LOG0001211,EMP00982,2024-02-25 14:02:04,2024-02-26 01:25:18,Procurement,53.84,2024-02-25
LOG0002001,EMP00503,2024-08-05 08:44:51,2024-08-05 15:28:00,HR,61.51,2024-08-05
LOG0004559,EMP00083,2024-01-07 07:26:00,2024-01-07 21:23:37,Bus,72.8,2024-01-07
LOG0003133,EMP00575,2024-12-19 07:55:21,2024-12-19 15:28:07,Maintenance,19.2,2024-12-19
LOG0001953,EMP00742,2024-07-17 08:41:23,,Safety,65.35,2024-07-17
LOG0003574,EMP00918,2024-04-16 06:08:07,2024-04-16 19:55:32,IT,74.07,2024-04-16
LOG0000984,EMP00517,2024-02-28 22:43:26,2024-02-29 05:21:06,Scheduling,40.95,2024-02-28
LOG0003901,EMP00900,2024-02-08 22:20:28,2024-02-09 04:31:09,Rail,83.9,2024-02-08
LOG0004886,EMP00150,2024-02-22 10:54:32,2024-02-22 17:19:12,Safety,61.45,2024-02-22
LOG0002833,EMP00420,2024-08-17 09:19:17,2024-08-17 18:02:15,Engineering,21.18,2024-08-17
LOG0004556,EMP00541,2024-02-16 14:45:01,2024-02-16 18:56:00,Bus,74.27,2024-02-16
LOG0003730,EMP00861,2024-11-05 09:31:46,2024-11-05 20:55:48,Safety,24.35,2024-11-05
LOG0000245,EMP00765,2024-11-18 14:42:42,2024-11-18 19:29:32,Customer Service,53.25,2024-11-18
LOG0004105,EMP00701,2024-05-01 14:51:19,2024-05-01 22:06:38,Legal,73.65,2024-05-01
LOG0001890,EMP00533,2024-09-26 07:42:43,2024-09-26 20:03:55,Legal,47.35,2024-09-26
LOG0003645,EMP00520,2024-06-18 10:20:22,2024-06-18 23:29:20,Operations,53.34,2024-06-18
LOG0002050,EMP00437,2024-09-18 07:20:23,2024-09-18 17:57:10,Finance,59.07,2024-09-18
LOG0002136,EMP00958,2024-05-24 09:10:03,2024-05-24 20:18:38,Safety,33.91,2024-05-24
LOG0004511,EMP00325,2024-09-28 22:19:42,2024-09-29 12:02:36,Finance,30.49,2024-09-28
LOG0004874,EMP00731,2024-07-26 06:47:47,2024-07-26 13:11:25,Scheduling,56.11,2024-07-26
LOG0003152,EMP00728,2024-03-29 10:26:12,2024-03-29 20:19:35,Finance,67.31,2024-03-29
LOG0003314,EMP00638,2024-07-12 06:06:21,2024-07-12 15:28:37,Rail,43.95,2024-07-12
LOG0002803,EMP00915,2024-10-11 07:55:42,2024-10-11 19:58:23,Finance,78.24,2024-10-11
LOG0003022,EMP00176,2024-10-28 22:29:48,2024-10-29 09:01:08,Finance,47.7,2024-10-28
LOG0000419,EMP00189,2024-10-18 14:31:42,2024-10-19 00:03:58,Engineering,42.56,2024-10-18
LOG0003179,EMP00019,2024-03-25 08:55:18,2024-03-25 20:38:55,Bus,62.09,2024-03-25
LOG0003761,EMP00213,2024-09-22 08:19:27,2024-09-22 13:23:20,Legal,25.18,2024-09-22
LOG0004499,EMP00047,2024-07-20 14:51:37,2024-07-21 00:25:59,Infrastructure,41.06,2024-07-20
LOG0002427,EMP00604,2024-07-15 22:05:18,2024-07-16 02:42:19,Finance,20.67,2024-07-15
LOG0004997,EMP00688,2024-02-12 07:37:14,2024-02-12 13:41:45,HR,48.61,2024-02-12
LOG0002637,EMP00441,2024-01-09 10:59:42,2024-01-09 15:54:29,Customer Service,63.5,2024-01-09
LOG0000591,EMP00081,2024-09-08 22:59:01,2024-09-09 06:22:59,Legal,67.38,2024-09-08
LOG0002927,EMP00966,2024-06-09 06:03:06,2024-06-09 15:00:03,Safety,29.51,2024-06-09
LOG0001240,EMP00467,2024-08-02 09:20:15,2024-08-02 19:57:42,Maintenance,60.97,2024-08-02
LOG0000356,EMP00718,2024-06-22 14:07:46,,Customer Service,81.57,2024-06-22
LOG0001006,EMP00423,2024-10-10 07:20:13,,Customer Service,67.66,2024-10-10
LOG0001966,EMP00384,2024-01-26 08:19:53,2024-01-26 19:56:15,Engineering,33.41,2024-01-26
LOG0003309,EMP00966,2024-08-27 08:16:54,2024-08-27 12:29:17,Safety,29.51,2024-08-27
LOG0002225,EMP00185,2024-03-09 07:53:04,2024-03-09 13:08:50,IT,64.63,2024-03-09
LOG0004005,EMP00617,2024-08-05 14:11:32,2024-08-06 01:38:20,Rail,65.14,2024-08-05
LOG0002997,EMP00312,2024-07-20 09:00:32,2024-07-20 16:55:43,Bus,39.88,2024-07-20
LOG0002917,EMP00751,2024-01-15 10:46:47,2024-01-15 20:21:35,Scheduling,54.68,2024-01-15
LOG0004433,EMP00452,2024-02-24 09:36:36,2024-02-24 23:13:39,Infrastructure,75.05,2024-02-24
LOG0000225,EMP00784,2024-02-28 10:38:29,2024-02-28 17:53:42,HR,29.37,2024-02-28
LOG0003752,EMP00860,2024-02-04 10:22:27,2024-02-04 17:38:44,IT,72.84,2024-02-04
LOG0003701,EMP00553,2024-04-17 10:08:02,2024-04-17 15:04:34,Engineering,78.7,2024-04-17
LOG0004533,EMP00101,2024-11-23 09:44:56,2024-11-23 15:25:04,Legal,81.81,2024-11-23
LOG0004157,EMP00710,2024-06-08 06:39:25,2024-06-08 15:03:46,Customer Service,51.91,2024-06-08
LOG0001980,EMP00944,2024-04-07 14:16:44,2024-04-07 19:33:38,IT,36.9,2024-04-07
LOG0001424,EMP00319,2024-02-02 07:33:19,2024-02-02 12:09:50,Customer Service,76.57,2024-02-02
LOG0001089,EMP00363,2024-05-24 22:37:07,2024-05-25 03:09:01,Procurement,42.97,2024-05-24
LOG0003005,EMP00617,2024-10-07 07:07:09,2024-10-07 11:59:16,Rail,65.14,2024-10-07
LOG0004843,EMP00182,2024-02-26 14:49:17,2024-02-26 21:21:07,Safety,79.42,2024-02-26
LOG0000592,EMP00045,2024-09-27 08:24:16,2024-09-27 13:18:52,Scheduling,47.16,2024-09-27
LOG0004166,EMP00543,2024-04-22 09:47:15,2024-04-22 17:32:05,Procurement,84.51,2024-04-22
LOG0003370,EMP00719,2024-06-14 09:36:44,2024-06-14 07:30:35,Safety,21.02,2024-06-14
LOG0000601,EMP00805,2024-04-14 22:09:23,2024-04-15 07:33:38,Legal,38.92,2024-04-14
LOG0000543,EMP00742,2024-02-26 06:50:39,2024-02-26 16:56:26,Safety,65.35,2024-02-26
LOG0001756,EMP00867,2024-03-24 08:42:57,2024-03-24 16:25:42,Safety,66.16,2024-03-24
LOG0003193,EMP00285,2024-10-22 22:07:00,2024-10-23 09:53:14,Finance,47.97,2024-10-22
LOG0000957,EMP00553,2024-08-17 22:08:21,2024-08-18 05:02:51,Engineering,78.7,2024-08-17
LOG0004118,EMP00434,2024-10-13 08:39:31,2024-10-13 20:00:31,Engineering,32.29,2024-10-13
LOG0001201,EMP00146,2024-06-29 10:32:04,2024-06-29 23:40:50,Operations,51.37,2024-06-29
LOG0001360,EMP00644,2024-05-07 07:05:34,2024-05-07 12:02:18,Finance,61.37,2024-05-07
LOG0004719,EMP00763,2024-06-18 08:17:21,2024-06-18 17:24:58,Maintenance,44.31,2024-06-18
LOG0003070,EMP00724,2024-11-30 09:43:13,2024-11-30 15:09:30,Scheduling,44.81,2024-11-30
LOG0003533,EMP00006,2024-03-14 22:27:52,2024-03-15 08:14:46,Procurement,29.12,2024-03-14
LOG0004608,EMP00508,2024-05-21 06:54:02,2024-05-21 15:25:10,Bus,82.48,2024-05-21
LOG0004115,EMP00159,2024-01-02 06:22:36,2024-01-02 12:40:50,Rail,36.74,2024-01-02
LOG0002856,EMP00979,2024-08-22 10:23:28,2024-08-22 16:05:53,Bus,43.65,2024-08-22
LOG0004781,EMP00558,2024-03-23 14:20:08,2024-03-24 01:43:34,Maintenance,27.51,2024-03-23
LOG0001323,EMP00349,2024-05-12 07:29:16,2024-05-12 11:48:08,Scheduling,52.77,2024-05-12
LOG0002532,EMP00969,2024-12-04 07:04:22,2024-12-04 20:08:30,Maintenance,50.52,2024-12-04
LOG0002935,EMP00375,2024-06-03 08:54:50,2024-06-03 22:13:14,HR,48.02,2024-06-03
LOG0002648,EMP00345,2024-11-19 14:36:57,2024-11-20 03:46:27,Finance,32.84,2024-11-19
LOG0002989,EMP00053,2024-12-01 08:34:45,2024-12-01 16:19:18,IT,36.14,2024-12-01
LOG0000941,EMP00739,2024-10-10 14:53:16,2024-10-11 04:04:45,Procurement,74.74,2024-10-10
LOG0000747,EMP00942,2024-02-06 09:56:02,2024-02-06 23:51:31,Customer Service,56.2,2024-02-06
LOG0003595,EMP00336,2024-05-12 10:57:47,2024-05-13 00:18:30,Procurement,58.71,2024-05-12
LOG0002789,EMP00017,2024-08-15 14:19:56,2024-08-15 19:41:50,Scheduling,40.06,2024-08-15
LOG0000373,EMP00203,2024-05-21 09:04:38,2024-05-21 20:31:58,Operations,39.66,2024-05-21
LOG0000860,EMP00311,2024-10-01 22:17:06,2024-10-02 12:10:43,Procurement,67.64,2024-10-01
LOG0001082,EMP00162,2024-04-09 09:40:06,2024-04-09 23:19:22,Finance,81.08,2024-04-09
LOG0001428,EMP00017,2024-10-24 09:55:57,2024-10-24 15:02:51,Scheduling,40.06,2024-10-24
LOG0001199,EMP00536,2024-05-04 22:49:23,2024-05-05 05:07:55,Customer Service,62.26,2024-05-04
LOG0003659,EMP00505,2024-02-26 14:21:21,2024-02-26 20:49:18,Scheduling,58.73,2024-02-26
LOG0003151,EMP00574,2024-12-05 14:25:10,2024-12-06 01:59:19,Scheduling,63.55,2024-12-05
LOG0003491,EMP00935,2024-08-09 22:24:01,2024-08-10 11:52:03,Customer Service,74.01,2024-08-09
LOG0004302,EMP00051,2024-07-12 10:16:45,2024-07-12 16:32:41,Procurement,74.94,2024-07-12
LOG0001334,EMP00097,2024-02-16 08:50:49,2024-02-16 14:15:41,Finance,37.58,2024-02-16
LOG0005135,EMP00797,2024-03-27 10:41:00,2024-03-27 20:16:29,Scheduling,39.75,2024-03-27
LOG0000816,EMP00212,2024-04-16 14:57:07,2024-04-16 20:45:30,Infrastructure,24.51,2024-04-16
LOG0002941,EMP00144,2024-11-29 09:38:52,2024-11-29 16:38:55,Legal,80.65,2024-11-29
LOG0004593,EMP00564,2024-12-03 07:11:07,2024-12-03 18:57:04,IT,37.14,2024-12-03
LOG0001864,EMP00873,2024-10-04 14:25:56,2024-10-04 23:40:57,Infrastructure,40.97,2024-10-04
LOG0000537,EMP00179,2024-07-31 09:19:15,,Finance,20.22,2024-07-31
LOG0002282,EMP00214,2024-05-24 10:41:57,2024-05-24 15:46:10,Operations,40.07,2024-05-24
LOG0001227,EMP00453,2024-12-08 06:22:51,2024-12-08 11:10:17,Operations,84.81,2024-12-08
LOG0002162,EMP00293,2024-04-02 07:40:22,2024-04-02 14:57:06,IT,75.81,2024-04-02
LOG0004054,EMP00051,2024-05-02 09:24:29,2024-05-02 17:36:25,Procurement,74.94,2024-05-02
LOG0002166,EMP00535,2024-10-17 09:29:48,,Finance,21.6,2024-10-17
LOG0002251,EMP00877,2024-09-07 10:51:43,2024-09-07 23:42:36,Engineering,70.44,2024-09-07
LOG0002186,EMP00947,2024-07-20 07:08:22,2024-07-20 19:24:14,Maintenance,74.48,2024-07-20
LOG0005123,EMP00312,2024-07-30 06:52:37,2024-07-30 15:07:01,Bus,39.88,2024-07-30
LOG0000116,EMP00920,2024-09-15 06:14:27,2024-09-15 13:08:19,Operations,49.04,2024-09-15
LOG0003249,EMP00806,2024-02-10 14:34:52,2024-02-10 22:58:38,Finance,49.34,2024-02-10
LOG0000800,EMP00328,2024-12-24 22:35:25,2024-12-25 03:33:48,Engineering,21.01,2024-12-24
LOG0000007,EMP00262,2024-02-14 08:49:25,2024-02-14 16:21:17,HR,58.95,2024-02-14
LOG0000639,EMP00536,2024-10-27 07:06:06,2024-10-27 11:13:28,Customer Service,62.26,2024-10-27
LOG0000481,EMP00764,2024-06-30 10:42:51,2024-06-30 20:41:47,Engineering,48.97,2024-06-30
LOG0000463,EMP00178,2024-03-23 14:16:32,2024-03-23 18:56:21,Maintenance,58.27,2024-03-23
LOG0002867,EMP00547,2024-10-22 06:56:52,2024-10-22 11:10:27,Rail,67.69,2024-10-22
LOG0004932,EMP00749,2024-11-13 14:10:27,2024-11-13 21:04:04,Scheduling,37.91,2024-11-13
LOG0002536,EMP00513,2024-10-18 14:29:44,2024-10-19 04:13:25,Bus,43.15,2024-10-18
LOG0000319,EMP00973,2024-03-28 10:35:54,2024-03-28 16:53:43,Rail,52.86,2024-03-28
LOG0004344,EMP00673,2024-03-22 09:08:22,2024-03-22 19:09:08,Bus,71.99,2024-03-22
LOG0004990,EMP00957,2024-05-31 10:36:49,2024-05-31 20:23:51,Infrastructure,50.65,2024-05-31
LOG0000930,EMP00365,2024-12-25 06:15:23,2024-12-25 10:17:06,Procurement,53.03,2024-12-25
LOG0003439,EMP00993,2024-05-23 07:29:26,2024-05-23 19:52:37,Customer Service,42.82,2024-05-23
LOG0003226,EMP00094,2024-02-22 09:41:54,2024-02-22 16:13:27,Scheduling,45.66,2024-02-22
LOG0002044,EMP00247,2024-11-03 14:36:34,2024-11-03 23:22:38,Maintenance,83.73,2024-11-03
LOG0001411,EMP00969,2024-05-29 22:24:16,,Maintenance,50.52,2024-05-29
LOG0004723,EMP00117,2024-12-23 10:13:16,2024-12-23 17:59:23,Bus,73.89,2024-12-23
LOG0002228,EMP00876,2024-08-25 08:01:34,2024-08-25 13:40:36,Operations,55.29,2024-08-25
LOG0000711,EMP00289,2024-02-09 14:48:00,2024-02-10 01:34:25,Operations,32.09,2024-02-09
LOG0001946,EMP00154,2024-07-01 22:05:22,2024-07-02 03:51:12,Finance,35.22,2024-07-01
LOG0004445,EMP00874,2024-05-24 08:19:09,2024-05-24 12:28:02,Customer Service,26.69,2024-05-24
LOG0002985,EMP00056,2024-02-01 09:38:11,2024-02-01 15:49:37,Engineering,22.55,2024-02-01
LOG0002682,EMP00543,2024-07-20 22:22:33,2024-07-21 09:26:44,Procurement,84.51,2024-07-20
LOG0002272,EMP00465,2024-07-11 07:01:53,2024-07-11 19:15:49,Bus,22.63,2024-07-11
LOG0004211,EMP00072,2024-02-23 09:47:02,2024-02-23 23:11:06,Maintenance,60.68,2024-02-23
LOG0004897,EMP00845,2024-03-09 06:49:45,,IT,82.49,2024-03-09
LOG0003923,EMP00051,2024-11-30 14:34:53,2024-12-01 00:38:52,Procurement,74.94,2024-11-30
LOG0000586,EMP00507,2024-10-14 14:07:41,2024-10-14 23:43:17,Safety,32.39,2024-10-14
LOG0004871,EMP00453,2024-09-20 10:31:45,2024-09-20 15:26:24,Operations,84.81,2024-09-20
LOG0000587,EMP00987,2024-10-04 10:48:03,2024-10-05 00:22:25,Maintenance,46.8,2024-10-04
LOG0000787,EMP00946,2024-04-06 14:07:36,2024-04-06 21:48:14,Finance,50.88,2024-04-06
LOG0003250,EMP00453,2024-12-13 06:15:55,2024-12-13 14:15:58,Operations,84.81,2024-12-13
LOG0004084,EMP00153,2024-10-02 14:43:44,2024-10-03 02:16:36,Infrastructure,55.1,2024-10-02
LOG0001331,EMP00815,2024-02-25 09:27:49,2024-02-25 16:09:25,Scheduling,47.06,2024-02-25
LOG0004763,EMP00428,2024-12-09 09:31:47,2024-12-09 15:48:44,Customer Service,33.63,2024-12-09
LOG0001318,EMP00302,2024-05-31 08:44:28,2024-05-31 15:23:11,Maintenance,28.24,2024-05-31
LOG0004066,EMP00587,2024-08-03 06:05:38,2024-08-03 16:59:17,Infrastructure,59.34,2024-08-03
LOG0002921,EMP00685,2024-02-21 06:34:53,,Rail,60.87,2024-02-21
LOG0000498,EMP00437,2024-10-31 14:00:21,2024-11-01 03:42:12,Finance,59.07,2024-10-31
LOG0000062,EMP00975,2024-12-21 14:17:18,2024-12-22 00:46:22,Bus,48.37,2024-12-21
LOG0002157,EMP00520,2024-07-28 06:21:14,2024-07-28 16:04:41,Operations,53.34,2024-07-28
LOG0002472,EMP00477,2024-04-26 22:41:09,2024-04-27 10:39:37,Safety,63.24,2024-04-26
LOG0001513,EMP00285,2024-07-10 07:06:43,2024-07-10 12:46:05,Finance,47.97,2024-07-10
LOG0002695,EMP00499,2024-04-16 22:20:03,2024-04-17 03:53:08,IT,28.42,2024-04-16
LOG0003216,EMP00856,2024-12-17 14:15:56,2024-12-17 19:08:11,Scheduling,63.47,2024-12-17
LOG0002563,EMP00415,2024-06-02 14:02:28,2024-06-03 03:41:39,HR,21.51,2024-06-02
LOG0001930,EMP00036,2024-07-27 10:40:50,2024-07-27 15:18:30,Legal,58.84,2024-07-27
LOG0000963,EMP00746,2024-05-12 09:16:48,2024-05-12 22:02:47,Customer Service,55.05,2024-05-12
LOG0003979,EMP00941,2024-08-07 14:42:19,2024-08-07 22:19:44,HR,59.49,2024-08-07
LOG0003823,EMP00553,2024-11-14 09:30:29,2024-11-14 15:01:51,Engineering,78.7,2024-11-14
LOG0004824,EMP00647,2024-07-22 14:38:15,2024-07-23 03:15:01,Finance,61.47,2024-07-22
LOG0001724,EMP00424,2024-04-26 07:03:41,,Legal,52.4,2024-04-26
LOG0000739,EMP00921,2024-08-17 14:12:17,2024-08-18 02:49:44,Operations,30.34,2024-08-17
LOG0003787,EMP00765,2024-10-18 06:52:16,2024-10-18 14:42:54,Customer Service,53.25,2024-10-18
LOG0003957,EMP00170,2024-03-27 10:29:23,2024-03-27 22:49:03,Rail,18.68,2024-03-27
LOG0002564,EMP00330,2024-12-16 08:38:49,2024-12-16 14:31:57,Procurement,60.05,2024-12-16
LOG0002071,EMP00552,2024-01-20 08:43:40,2024-01-20 13:18:10,Operations,37.91,2024-01-20
LOG0001074,EMP00769,2024-10-25 06:31:55,2024-10-25 13:00:25,Safety,20.99,2024-10-25
LOG0001263,EMP00922,2024-01-13 09:49:14,2024-01-13 18:17:29,Legal,33.64,2024-01-13
LOG0002806,EMP00678,2024-05-01 06:09:59,2024-05-01 19:46:03,Rail,18.92,2024-05-01
LOG0002978,EMP00468,2024-01-01 07:57:25,2024-01-01 13:21:51,Bus,82.16,2024-01-01
LOG0004007,EMP00396,2024-05-11 07:30:23,2024-05-11 12:31:53,Customer Service,81.12,2024-05-11
LOG0003061,EMP00600,2024-05-23 09:49:29,,Operations,76.06,2024-05-23
LOG0002817,EMP00281,2024-06-03 06:24:09,2024-06-03 18:16:35,Rail,67.77,2024-06-03
LOG0003915,EMP00290,2024-07-04 22:15:11,2024-07-05 02:34:05,Finance,37.75,2024-07-04
LOG0003971,EMP00126,2024-11-03 14:47:11,2024-11-03 22:00:47,HR,69.12,2024-11-03
